Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,G_mean_rat,Dir_enc,A1_enc,A2_enc,A3_enc
1956,101,Comedy,6.0,21,Master Bhagwan,Kishore Kumar,Shashikala,Smriti Biswas,5.728073635765943,5.933333333333334,6.653521126760563,6.066666666666666,6.388888888888889
1956,101,Crime,6.0,21,Master Bhagwan,Kishore Kumar,Shashikala,Smriti Biswas,5.726989935956085,5.933333333333334,6.653521126760563,6.066666666666666,6.388888888888889
2006,157,Comedy,6.5,11651,Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal,5.728073635765943,6.272368421052631,5.440845070422536,5.018867924528302,5.353164556962025
2006,157,Drama,6.5,11651,Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal,5.985004212299915,6.272368421052631,5.440845070422536,5.018867924528302,5.353164556962025
2006,157,Thriller,6.5,11651,Priyadarshan,Akshay Kumar,Govinda,Paresh Rawal,5.53436385255648,6.272368421052631,5.440845070422536,5.018867924528302,5.353164556962025
1978,101,Drama,6.8,8,Dinesh Rawal,Rajni Bala,Ramesh Mehta,Shrikant Soni,5.985004212299915,6.8,6.8,6.8,6.8
1978,101,History,6.8,8,Dinesh Rawal,Rajni Bala,Ramesh Mehta,Shrikant Soni,6.830088495575221,6.8,6.8,6.8,6.8
2001,113,Action,4.6,18,Deepak Pawar,Mithun Chakraborty,Manvi Goswami,Mohan Joshi,5.435978600089166,4.683333333333334,5.311764705882353,4.6,5.580952380952381
2005,158,Action,5.6,227,Rasool Ellore,Ravi Teja,Shriya Saran,Brahmanandam,5.435978600089166,5.6,5.119999999999999,5.7823529411764705,4.953846153846154
2005,158,Drama,5.6,227,Rasool Ellore,Ravi Teja,Shriya Saran,Brahmanandam,5.985004212299915,5.6,5.119999999999999,5.7823529411764705,4.953846153846154
2005,160,Animation,6.1,57,Ashok Kaul,Tabu,Milind Soman,J.V. Somayajulu,5.978571428571429,6.25,5.5588235294117645,5.57,6.099999999999999
2005,160,Drama,6.1,57,Ashok Kaul,Tabu,Milind Soman,J.V. Somayajulu,5.985004212299915,6.25,5.5588235294117645,5.57,6.099999999999999
2005,160,History,6.1,57,Ashok Kaul,Tabu,Milind Soman,J.V. Somayajulu,6.830088495575221,6.25,5.5588235294117645,5.57,6.099999999999999
1985,133,Comedy,5.9,43,Krishna Naidu,Ashok Kumar,Deven Verma,Kaajal Kiran,5.728073635765943,5.86,6.4305970149253735,5.45,6.433333333333334
1985,133,Horror,5.9,43,Krishna Naidu,Ashok Kumar,Deven Verma,Kaajal Kiran,4.787854251012146,5.86,6.4305970149253735,5.45,6.433333333333334
1985,133,Thriller,5.9,43,Krishna Naidu,Ashok Kumar,Deven Verma,Kaajal Kiran,5.53436385255648,5.86,6.4305970149253735,5.45,6.433333333333334
1986,147,Drama,4.3,169,J. Om Prakash,Rajinikanth,Rakesh Roshan,Sridevi,5.985004212299915,5.728125,6.098275862068966,5.8090909090909095,4.991666666666666
1986,147,Thriller,4.3,169,J. Om Prakash,Rajinikanth,Rakesh Roshan,Sridevi,5.53436385255648,5.728125,6.098275862068966,5.8090909090909095,4.991666666666666
1970,136,Drama,8.7,10,Babubhai Mistry,Niranjan Sharma,Shalini,Trilok Kapoor,5.985004212299915,6.487719298245614,8.7,7.099999999999999,7.2
1985,138,Action,6.0,10,Ramkumar Bohra,Ajit Bhalla,Kumud Bole,Manher Desai,5.435978600089166,6.0,6.0,6.0,5.833333333333333
1985,138,Adventure,6.0,10,Ramkumar Bohra,Ajit Bhalla,Kumud Bole,Manher Desai,5.859942363112392,6.0,6.0,6.0,5.833333333333333
1985,138,Fantasy,6.0,10,Ramkumar Bohra,Ajit Bhalla,Kumud Bole,Manher Desai,5.839428571428571,6.0,6.0,6.0,5.833333333333333
1994,136,Drama,4.4,68,S.K. Subash,Govinda,Juhi Chawla,Pran,5.985004212299915,5.12,4.838709677419355,5.752525252525253,6.517647058823529
1997,147,Action,5.1,353,Deepak S. Shivdasani,Sunil Shetty,Pooja Batra,Sonali Bendre,5.435978600089166,4.421428571428572,4.6085365853658535,5.75,5.1269230769230765
1997,147,Drama,5.1,353,Deepak S. Shivdasani,Sunil Shetty,Pooja Batra,Sonali Bendre,5.985004212299915,4.421428571428572,4.6085365853658535,5.75,5.1269230769230765
1969,151,Drama,4.9,24,A. Bhimsingh,Ashok Kumar,Sunil Dutt,Nutan,5.985004212299915,6.797142857142857,6.4305970149253735,6.5,5.8999999999999995
1969,151,Family,4.9,24,A. Bhimsingh,Ashok Kumar,Sunil Dutt,Nutan,6.1843800322061195,6.797142857142857,6.4305970149253735,6.5,5.8999999999999995
1970,90,Action,5.7,18,Raja Nawathe,Sunil Dutt,Asha Parekh,Mumtaz,5.435978600089166,6.565217391304348,6.1323943661971825,6.645901639344262,6.44375
1970,90,Drama,5.7,18,Raja Nawathe,Sunil Dutt,Asha Parekh,Mumtaz,5.985004212299915,6.565217391304348,6.1323943661971825,6.645901639344262,6.44375
1970,90,Family,5.7,18,Raja Nawathe,Sunil Dutt,Asha Parekh,Mumtaz,6.1843800322061195,6.565217391304348,6.1323943661971825,6.645901639344262,6.44375
1997,172,Action,3.8,24,Sikander Bharti,Manek Bedi,Samrat Mukherjee,Megha,5.435978600089166,4.6066666666666665,3.2,3.8,3.8
1972,131,Action,5.7,37,Manmohan Desai,Jeetendra,Hema Malini,Shatrughan Sinha,5.435978600089166,6.47719298245614,5.28213058419244,6.197986577181208,6.040243902439024
1972,131,Comedy,5.7,37,Manmohan Desai,Jeetendra,Hema Malini,Shatrughan Sinha,5.728073635765943,6.47719298245614,5.28213058419244,6.197986577181208,6.040243902439024
1972,131,Drama,5.7,37,Manmohan Desai,Jeetendra,Hema Malini,Shatrughan Sinha,5.985004212299915,6.47719298245614,5.28213058419244,6.197986577181208,6.040243902439024
2000,118,Action,3.2,9,William Hunt,Raja,Willy,Dharmendra,5.435978600089166,3.4,3.2,3.2,5.302173913043478
2000,118,Drama,3.2,9,William Hunt,Raja,Willy,Dharmendra,5.985004212299915,3.4,3.2,3.2,5.302173913043478
1959,136,Drama,6.0,5,G.P. Sippy,Daisy Irani,Rajan Kapoor,Kathana,5.985004212299915,6.288888888888889,6.0,6.0,6.0
1959,136,Family,6.0,5,G.P. Sippy,Daisy Irani,Rajan Kapoor,Kathana,6.1843800322061195,6.288888888888889,6.0,6.0,6.0
1956,164,Drama,5.8,15,M.V. Raman,Ashok Kumar,Kishore Kumar,Nimmi,5.985004212299915,5.630769230769231,6.4305970149253735,6.338888888888889,6.2
2001,133,Action,4.6,29,T.L.V. Prasad,Hemant Birje,Mithun Chakraborty,Jack Gaud,5.435978600089166,4.530232558139535,4.2,5.504,5.575
1994,162,Action,7.8,533,Singeetam Srinivasa Rao,Nandamuri Balakrishna,Roja,Satyanarayana Kaikala,5.435978600089166,6.572727272727272,5.9947368421052625,6.6499999999999995,6.2846153846153845
1994,162,Adventure,7.8,533,Singeetam Srinivasa Rao,Nandamuri Balakrishna,Roja,Satyanarayana Kaikala,5.859942363112392,6.572727272727272,5.9947368421052625,6.6499999999999995,6.2846153846153845
1994,162,Comedy,7.8,533,Singeetam Srinivasa Rao,Nandamuri Balakrishna,Roja,Satyanarayana Kaikala,5.728073635765943,6.572727272727272,5.9947368421052625,6.6499999999999995,6.2846153846153845
1996,145,Drama,5.3,35,Aruna Raje,Ashwini Bhave,Sridhar,Manohar Singh,5.985004212299915,4.257142857142857,5.3,5.3,5.725
1996,145,Musical,5.3,35,Aruna Raje,Ashwini Bhave,Sridhar,Manohar Singh,6.183195020746888,4.257142857142857,5.3,5.3,5.725
1996,145,Romance,5.3,35,Aruna Raje,Ashwini Bhave,Sridhar,Manohar Singh,5.754529717253318,4.257142857142857,5.3,5.3,5.725
1980,154,Biography,7.1,19,Hunsur Krishnamurthy,Arathi,K.S. Ashwath,Sharapanjara Iyengar,6.763414634146342,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999
1980,154,Drama,7.1,19,Hunsur Krishnamurthy,Arathi,K.S. Ashwath,Sharapanjara Iyengar,5.985004212299915,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999
1980,154,Musical,7.1,19,Hunsur Krishnamurthy,Arathi,K.S. Ashwath,Sharapanjara Iyengar,6.183195020746888,7.099999999999999,7.099999999999999,7.099999999999999,7.099999999999999
1979,140,Adventure,7.5,13,Dara Singh,Dara Singh,Satish Kaul,Bharat Bhushan,5.859942363112392,6.88,6.238775510204081,7.5,5.990322580645161
1979,140,Drama,7.5,13,Dara Singh,Dara Singh,Satish Kaul,Bharat Bhushan,5.985004212299915,6.88,6.238775510204081,7.5,5.990322580645161
1979,140,History,7.5,13,Dara Singh,Dara Singh,Satish Kaul,Bharat Bhushan,6.830088495575221,6.88,6.238775510204081,7.5,5.990322580645161
1976,138,Drama,4.6,11,Vishwamitra,Randhir Kapoor,Neetu Singh,Aruna Irani,5.985004212299915,5.266666666666667,5.6045454545454545,6.033333333333333,5.610256410256411
1976,138,Romance,4.6,11,Vishwamitra,Randhir Kapoor,Neetu Singh,Aruna Irani,5.754529717253318,5.266666666666667,5.6045454545454545,6.033333333333333,5.610256410256411
1989,145,Action,3.3,108,Kodanda Rami Reddy A.,Nandamuri Balakrishna,Mohan Babu,Brahmanandam,5.435978600089166,5.78125,5.9947368421052625,5.644444444444444,4.953846153846154
1989,145,Comedy,3.3,108,Kodanda Rami Reddy A.,Nandamuri Balakrishna,Mohan Babu,Brahmanandam,5.728073635765943,5.78125,5.9947368421052625,5.644444444444444,4.953846153846154
1989,145,Drama,3.3,108,Kodanda Rami Reddy A.,Nandamuri Balakrishna,Mohan Babu,Brahmanandam,5.985004212299915,5.78125,5.9947368421052625,5.644444444444444,4.953846153846154
2001,156,Family,4.6,35,P.A. Arun Prasad,Nandamuri Balakrishna,Anjala Zaveri,Shilpa Shetty Kundra,6.1843800322061195,5.366666666666667,5.9947368421052625,5.171428571428571,4.88695652173913
2001,156,Comedy,4.6,35,P.A. Arun Prasad,Nandamuri Balakrishna,Anjala Zaveri,Shilpa Shetty Kundra,5.728073635765943,5.366666666666667,5.9947368421052625,5.171428571428571,4.88695652173913
2017,83,Drama,6.2,11,Vikram Nath Gupta,Dharmendra Gohil,Daya Shankar Pandey,Manoj Shah,5.985004212299915,6.2,6.2,6.2,6.2
2017,84,Horror,5.5,15,Anil Bajpai,Prashant Barot,Deepanshu Malik,Rumana Molla,4.787854251012146,5.5,5.5,5.5,3.766666666666667
2017,115,Comedy,5.1,34,Mahender Singh,Prerika Arora,Aradhya Taing,Anmol Khatri,5.728073635765943,5.1,5.1,5.1,5.1
2020,131,Comedy,6.0,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar,5.728073635765943,6.0,6.125,6.0,6.357142857142857
2020,131,Drama,6.0,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar,5.985004212299915,6.0,6.125,6.0,6.357142857142857
2020,131,Music,6.0,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar,6.109090909090909,6.0,6.125,6.0,6.357142857142857
1976,135,Drama,6.2,24,Bhappi Sonie,Ashok Kumar,Randhir Kapoor,Parveen Babi,5.985004212299915,6.606896551724137,6.4305970149253735,6.376923076923077,6.191666666666666
1976,135,Romance,6.2,24,Bhappi Sonie,Ashok Kumar,Randhir Kapoor,Parveen Babi,5.754529717253318,6.606896551724137,6.4305970149253735,6.376923076923077,6.191666666666666
2017,120,Comedy,6.8,58,Shaurya Singh,Shaurya Singh,Karhan Dev,Jashan Singh Kohli,5.728073635765943,6.8,6.8,6.8,6.8
2019,150,Action,4.9,22598,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,5.435978600089166,5.2,5.232857142857143,5.795918367346939,6.050000000000001
2019,150,Comedy,4.9,22598,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,5.728073635765943,5.2,5.232857142857143,5.795918367346939,6.050000000000001
2019,150,Drama,4.9,22598,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,5.985004212299915,5.2,5.232857142857143,5.795918367346939,6.050000000000001
2002,160,Action,5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha,5.435978600089166,5.433333333333334,5.411111111111111,4.771428571428571,6.040243902439024
2002,160,Adventure,5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha,5.859942363112392,5.433333333333334,5.411111111111111,4.771428571428571,6.040243902439024
2002,160,Thriller,5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha,5.53436385255648,5.433333333333334,5.411111111111111,4.771428571428571,6.040243902439024
1942,170,Adventure,6.6,9,Vijay Bhatt,Prem Adib,K.B. Athavale,Umakant Desai,5.859942363112392,6.748148148148148,6.622222222222223,6.599999999999999,6.599999999999999
1942,170,Drama,6.6,9,Vijay Bhatt,Prem Adib,K.B. Athavale,Umakant Desai,5.985004212299915,6.748148148148148,6.622222222222223,6.599999999999999,6.599999999999999
1942,170,History,6.6,9,Vijay Bhatt,Prem Adib,K.B. Athavale,Umakant Desai,6.830088495575221,6.748148148148148,6.622222222222223,6.599999999999999,6.599999999999999
1963,135,Comedy,6.1,24,K. Shankar,Guru Dutt,Asha Parekh,Mehmood,5.728073635765943,6.35,6.988235294117647,6.645901639344262,6.2821428571428575
1963,135,Drama,6.1,24,K. Shankar,Guru Dutt,Asha Parekh,Mehmood,5.985004212299915,6.35,6.988235294117647,6.645901639344262,6.2821428571428575
1963,135,Romance,6.1,24,K. Shankar,Guru Dutt,Asha Parekh,Mehmood,5.754529717253318,6.35,6.988235294117647,6.645901639344262,6.2821428571428575
2017,74,Drama,6.8,132,Nishil Sheth,Imran Rasheed,Mittal Chouhan,Trimala Adhikari,5.985004212299915,6.8,6.8,6.8,6.533333333333334
1985,128,Action,5.8,48,H. Dinesh,Shashi Kapoor,Shatrughan Sinha,Zeenat Aman,5.435978600089166,6.199999999999999,6.298314606741573,5.824,6.594736842105263
1985,128,Crime,5.8,48,H. Dinesh,Shashi Kapoor,Shatrughan Sinha,Zeenat Aman,5.726989935956085,6.199999999999999,6.298314606741573,5.824,6.594736842105263
1985,128,Thriller,5.8,48,H. Dinesh,Shashi Kapoor,Shatrughan Sinha,Zeenat Aman,5.53436385255648,6.199999999999999,6.298314606741573,5.824,6.594736842105263
2018,154,Action,7.6,7479,Vikramaditya Motwane,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma,5.435978600089166,7.4,6.099999999999999,7.599999999999999,7.599999999999999
2018,154,Crime,7.6,7479,Vikramaditya Motwane,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma,5.726989935956085,7.4,6.099999999999999,7.599999999999999,7.599999999999999
2018,154,Drama,7.6,7479,Vikramaditya Motwane,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma,5.985004212299915,7.4,6.099999999999999,7.599999999999999,7.599999999999999
1984,127,Drama,6.9,35,Pravin Bhatt,Shabana Azmi,Marc Zuber,Saeed Jaffrey,5.985004212299915,5.4,6.687142857142858,6.075,6.333333333333333
2010,114,Action,4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara,5.435978600089166,4.3,4.3,4.3,4.925
2010,114,Comedy,4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara,5.728073635765943,4.3,4.3,4.3,4.925
2010,114,Drama,4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara,5.985004212299915,4.3,4.3,4.3,4.925
1981,135,Comedy,6.6,114,Ketan Mehta,Smita Patil,Naseeruddin Shah,Mohan Gokhale,5.728073635765943,6.814285714285715,6.5,6.338181818181819,6.425
1981,135,Drama,6.6,114,Ketan Mehta,Smita Patil,Naseeruddin Shah,Mohan Gokhale,5.985004212299915,6.814285714285715,6.5,6.338181818181819,6.425
1998,105,Horror,4.3,6,R. Mittal,Anil Dhawan,Tina Ghai,Bharat Kapoor,4.787854251012146,5.16,5.84375,4.3,4.114285714285715
1988,113,Horror,3.4,8,Baby,Babu Antony,Ravi,Jaya Rekha,4.787854251012146,4.6,4.25,3.4,3.4
2003,95,Horror,4.9,24,R. Mittal,Birbal,Shail Chaturvedi,Anil Dhawan,4.787854251012146,5.16,5.375,6.3,5.0058823529411764
2000,100,Horror,6.5,8,Bhooshan,Sapna Sappu,Jai Thakur,Amit Pachori,4.787854251012146,6.5,5.189473684210526,6.5,4.733333333333333
1982,142,Romance,6.4,18,Sisir Misra,Raj Babbar,Smita Patil,Dina Pathak,5.754529717253318,5.214285714285714,5.4625,6.1692307692307695,6.8428571428571425
1965,157,Comedy,6.2,40,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar,5.728073635765943,6.122727272727274,6.4305970149253735,6.61311475409836,6.4399999999999995
1965,157,Drama,6.2,40,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar,5.985004212299915,6.122727272727274,6.4305970149253735,6.61311475409836,6.4399999999999995
1965,157,Romance,6.2,40,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar,5.754529717253318,6.122727272727274,6.4305970149253735,6.61311475409836,6.4399999999999995
2007,95,Comedy,7.6,11444,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,5.728073635765943,5.355555555555556,6.184,6.859999999999999,5.714285714285714
2007,95,Drama,7.6,11444,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,5.985004212299915,5.355555555555556,6.184,6.859999999999999,5.714285714285714
2011,129,Comedy,4.7,1302,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,5.728073635765943,5.355555555555556,6.184,5.961111111111111,4.875
2011,129,Drama,4.7,1302,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,5.985004212299915,5.355555555555556,6.184,5.961111111111111,4.875
1935,143,Drama,6.2,9,Premankur Atorthy,Rattan Bai,Master Vinayak,I.A. Hafizji,5.985004212299915,6.300000000000001,6.300000000000001,6.2,6.300000000000001
2011,157,Crime,6.1,673,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,5.726989935956085,5.7,6.7,6.075,6.875
2011,157,Drama,6.1,673,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,5.985004212299915,5.7,6.7,6.075,6.875
2011,157,Thriller,6.1,673,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,5.53436385255648,5.7,6.7,6.075,6.875
1996,107,Action,4.2,32,Jagdish A. Sharma,Mithun Chakraborty,Harish,Anjali Jathar,5.435978600089166,4.077272727272727,5.311764705882353,3.7714285714285714,4.2
1996,107,Thriller,4.2,32,Jagdish A. Sharma,Mithun Chakraborty,Harish,Anjali Jathar,5.53436385255648,4.077272727272727,5.311764705882353,3.7714285714285714,4.2
2016,122,Comedy,5.9,74,Rakesh Chaturvedi Om,Ujjwal Rana,Inshika Bedi,Manoj Pahwa,5.728073635765943,5.375,5.9,5.9,7.022222222222222
2012,100,Drama,4.9,9,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt,5.985004212299915,5.325,5.275,4.9,4.9
2012,100,Family,4.9,9,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt,6.1843800322061195,5.325,5.275,4.9,4.9
2012,100,Romance,4.9,9,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt,5.754529717253318,5.325,5.275,4.9,4.9
1978,133,Action,6.3,28,Satpal,Rajesh Khanna,Rekha,Moushumi Chatterjee,5.435978600089166,6.0375,6.4037174721189585,5.717261904761905,6.0390243902439025
1978,133,Crime,6.3,28,Satpal,Rajesh Khanna,Rekha,Moushumi Chatterjee,5.726989935956085,6.0375,6.4037174721189585,5.717261904761905,6.0390243902439025
1978,133,Drama,6.3,28,Satpal,Rajesh Khanna,Rekha,Moushumi Chatterjee,5.985004212299915,6.0375,6.4037174721189585,5.717261904761905,6.0390243902439025
2018,128,Drama,7.0,1257,Devashish Makhija,Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty Singh,5.985004212299915,6.925000000000001,6.506451612903225,7.0,7.0
1984,165,Action,4.8,12,I.V. Sasi,Aachi Manorama,Rajinikanth,Seema,5.435978600089166,6.5625,4.8,5.5344827586206895,4.8
2001,109,Action,5.0,23,Hemant Birje,Dharmendra,Shakti Kapoor,Sikander Khan,5.435978600089166,5.2,5.838245614035088,4.464285714285714,5.75
1958,174,Drama,7.1,143,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna,5.985004212299915,6.35,7.6461538461538465,7.1,6.507692307692308
1958,174,Musical,7.1,143,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna,6.183195020746888,6.35,7.6461538461538465,7.1,6.507692307692308
1993,136,Action,5.0,23,Gautam Adhikari,Firoz Ali,Harbans Darshan M. Arora,Deven Bhojani,5.435978600089166,5.18,5.0,5.2299999999999995,5.0
1993,136,Drama,5.0,23,Gautam Adhikari,Firoz Ali,Harbans Darshan M. Arora,Deven Bhojani,5.985004212299915,5.18,5.0,5.2299999999999995,5.0
1993,136,Thriller,5.0,23,Gautam Adhikari,Firoz Ali,Harbans Darshan M. Arora,Deven Bhojani,5.53436385255648,5.18,5.0,5.2299999999999995,5.0
1978,133,Action,6.6,5,H. Dinesh,Ramesh Puri,Shatrughan Sinha,Reena Roy,5.435978600089166,6.199999999999999,6.266666666666667,5.824,5.7844444444444445
1978,133,Crime,6.6,5,H. Dinesh,Ramesh Puri,Shatrughan Sinha,Reena Roy,5.726989935956085,6.199999999999999,6.266666666666667,5.824,5.7844444444444445
1978,133,Drama,6.6,5,H. Dinesh,Ramesh Puri,Shatrughan Sinha,Reena Roy,5.985004212299915,6.199999999999999,6.266666666666667,5.824,5.7844444444444445
1984,80,Drama,6.2,5,Tej Saran,Amrish Puri,Tamanna,Tariq,5.985004212299915,6.2,6.4,6.2,6.2
2007,159,Comedy,7.3,22777,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,5.728073635765943,6.272368421052631,5.440845070422536,6.205,5.75
2007,159,Horror,7.3,22777,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,4.787854251012146,6.272368421052631,5.440845070422536,6.205,5.75
2007,159,Mystery,7.3,22777,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,5.793820224719101,6.272368421052631,5.440845070422536,6.205,5.75
2017,136,Action,5.3,1755,Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari,5.435978600089166,5.71,5.3,3.1545454545454548,6.199999999999999
2017,136,Crime,5.3,1755,Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari,5.726989935956085,5.71,5.3,3.1545454545454548,6.199999999999999
2017,136,Drama,5.3,1755,Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari,5.985004212299915,5.71,5.3,3.1545454545454548,6.199999999999999
2003,113,Horror,6.5,3476,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar,4.787854251012146,5.558064516129032,5.3691489361702125,5.0765957446808505,6.45
2003,113,Mystery,6.5,3476,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar,5.793820224719101,5.558064516129032,5.3691489361702125,5.0765957446808505,6.45
2003,113,Thriller,6.5,3476,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar,5.53436385255648,5.558064516129032,5.3691489361702125,5.0765957446808505,6.45
2010,133,Animation,5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan,5.978571428571429,5.699999999999999,5.8,5.8,5.8
2010,133,Action,5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan,5.435978600089166,5.699999999999999,5.8,5.8,5.8
2010,133,Adventure,5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan,5.859942363112392,5.699999999999999,5.8,5.8,5.8
1965,145,Comedy,6.5,106,Mehmood,Mehmood,Tanuja,Nasir Hussain,5.728073635765943,6.511764705882353,6.503448275862069,6.426,6.992857142857143
1965,145,Horror,6.5,106,Mehmood,Mehmood,Tanuja,Nasir Hussain,4.787854251012146,6.511764705882353,6.503448275862069,6.426,6.992857142857143
1965,145,Mystery,6.5,106,Mehmood,Mehmood,Tanuja,Nasir Hussain,5.793820224719101,6.511764705882353,6.503448275862069,6.426,6.992857142857143
1999,85,Horror,4.0,9,S. Gawli,Sapna Sappu,Junior Amitabh Bachchan,Jyoti Rana,4.787854251012146,4.0,5.189473684210526,4.0,4.0
2003,95,Horror,3.4,8,Kishan Shah,Hemant Birje,Pinky Chinoy,Mohan Joshi,4.787854251012146,4.416666666666667,4.2,3.65,5.580952380952381
2000,92,Horror,3.2,8,Poonam Dasgupta,Prithvi,Satnam Kaur,Shakti Kapoor,4.787854251012146,3.2,4.65,3.4333333333333336,5.111111111111111
2012,85,Horror,2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,4.787854251012146,5.558064516129032,5.242857142857142,2.5,2.5
2012,85,Mystery,2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,5.793820224719101,5.558064516129032,5.242857142857142,2.5,2.5
2012,85,Thriller,2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,5.53436385255648,5.558064516129032,5.242857142857142,2.5,2.5
2020,114,Horror,5.4,4236,Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij,4.787854251012146,5.400000000000001,6.811111111111111,5.33,5.275
2020,114,Mystery,5.4,4236,Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij,5.793820224719101,5.400000000000001,6.811111111111111,5.33,5.275
2020,114,Thriller,5.4,4236,Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij,5.53436385255648,5.400000000000001,6.811111111111111,5.33,5.275
2014,155,Comedy,6.6,5030,Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao,5.728073635765943,7.88,6.0929078014184395,6.333333333333333,6.599999999999999
2014,155,Drama,6.6,5030,Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao,5.985004212299915,7.88,6.0929078014184395,6.333333333333333,6.599999999999999
2014,155,Fantasy,6.6,5030,Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao,5.839428571428571,7.88,6.0929078014184395,6.333333333333333,6.599999999999999
2008,150,Comedy,6.3,8460,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,5.728073635765943,5.2875,6.0929078014184395,5.752525252525253,5.0
2008,150,Drama,6.3,8460,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,5.985004212299915,5.2875,6.0929078014184395,5.752525252525253,5.0
2008,150,Family,6.3,8460,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,6.1843800322061195,5.2875,6.0929078014184395,5.752525252525253,5.0
1963,129,Adventure,6.5,60,Nanabhai Bhatt,Mohan Choti,Vijaya Choudhury,Rajan Haksar,5.859942363112392,5.716666666666666,7.766666666666667,6.3,6.5
2000,102,Horror,2.4,5,Israr Ahmed,Kiran Kumar,Johnny Lever,Raza Murad,4.787854251012146,3.15,4.792857142857143,4.29,4.49
1999,100,Drama,7.1,367,Mahesh Mathai,Kay Kay Menon,Nethra Raghuraman,Zeenat Aman,5.985004212299915,7.1,6.7,4.859999999999999,6.594736842105263
